TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.polimi.travlendar.backend.beans.EventService,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,114,0.3,2,14,187,145653,1515188560012,0.32,1110100000000001010110000,0.2727272727272727,1111110000000000000000,1.0,11111111111111,10,5,4,1,0.5092592592592593,111111111111111111111111111000000000000000000001111111111111111111111000000000000000000000000011111100000000,0.0,000000,1.0,11111,0.2,10000,0.2727272727272727,1111110000000000000000
